Region,Year,SystemicRisk
(a) Alwar (M Cl+OG),2021,0.6619132510539857
(a) Ambala Sadar (M Cl+OG),2018,0.6619681266416704
(a) Ambala Sadar (M Cl+OG),2019,0.6619167393985343
(a) Ambala Sadar (M Cl+OG),2020,0.6618809200791262
(a) Ambala Sadar (M Cl+OG),2021,0.6619132510539857
(a) Ambikapur (M Corp.+OG),2018,0.6619681266416704
(a) Ambikapur (M Corp.+OG),2019,0.6619167393985343
(a) Ambikapur (M Corp.+OG),2020,0.6618809200791262
(a) Ambikapur (M Corp.+OG),2021,0.6619132510539857
(a) Amreli (M+OG),2018,0.6619681266416704
(a) Amreli (M+OG),2019,0.6619167393985343
(a) Amreli (M+OG),2020,0.6618809200791262
(a) Amreli (M+OG),2021,0.6619132510539857
(a) Amritsar (M Corp.+OG),2018,0.6619681266416704
(a) Amritsar (M Corp.+OG),2019,0.6619167393985343
(a) Amritsar (M Corp.+OG),2020,0.6618809200791262
(a) Amritsar (M Corp.+OG),2021,0.6619132510539857
(a) Anand (M+OG),2018,0.6619681266416704
(a) Anand (M+OG),2019,0.6619167393985343
(a) Anand (M+OG),2020,0.6618809200791262
(a) Anand (M+OG),2021,0.6619132510539857
(a) Anantapur (M Corp.+OG),2018,0.6619681266416704
(a) Anantapur (M Corp.+OG),2019,0.6619167393985343
(a) Anantapur (M Corp.+OG),2020,0.6618809200791262
(a) Anantapur (M Corp.+OG),2021,0.6619132510539857
(a) Anantnag (M Cl+OG),2018,0.6619681266416704
(a) Anantnag (M Cl+OG),2019,0.6619167393985343
(a) Anantnag (M Cl+OG),2020,0.6618809200791262
(a) Anantnag (M Cl+OG),2021,0.6619132510539857
(a) Anklesvar (M+OG),2018,0.6619681266416704
(a) Anklesvar (M+OG),2019,0.6619167393985343
(a) Anklesvar (M+OG),2020,0.6618809200791262
(a) Anklesvar (M+OG),2021,0.6619132510539857
(a) Arcot (M),2018,0.6619681266416704
(a) Arcot (M),2019,0.6619167393985343
(a) Arcot (M),2020,0.6618809200791262
(a) Arcot (M),2021,0.6619132510539857
(a) Asansol (M Corp.),2018,0.6619681266416704
(a) Asansol (M Corp.),2019,0.6619167393985343
(a) Asansol (M Corp.),2020,0.6618809200791262
(a) Asansol (M Corp.),2021,0.6619132510539857
(a) Aurangabad (M Corp.),2018,0.6619681266416704
(a) Aurangabad (M Corp.),2019,0.6619167393985343
(a) Aurangabad (M Corp.),2020,0.6618809200791262
(a) Aurangabad (M Corp.),2021,0.6619132510539857
(a) Azamgarh (NPP),2018,0.6619681266416704
(a) Azamgarh (NPP),2019,0.6619167393985343
(a) Azamgarh (NPP),2020,0.6618809200791262
(a) Azamgarh (NPP),2021,0.6619132510539857
(a) BBMP (M Corp.+OG),2018,0.6619681266416704
(a) BBMP (M Corp.+OG),2019,0.6619167393985343
(a) BBMP (M Corp.+OG),2020,0.6618809200791262
(a) BBMP (M Corp.+OG),2021,0.6619132510539857
(a) Baharampur (M),2018,0.6619681266416704
(a) Baharampur (M),2019,0.6619167393985343
(a) Baharampur (M),2020,0.6618809200791262
(a) Baharampur (M),2021,0.6619132510539857
(a) Baleshwar Town (M+OG),2018,0.6619681266416704
(a) Baleshwar Town (M+OG),2019,0.6619167393985343
(a) Baleshwar Town (M+OG),2020,0.6618809200791262
(a) Baleshwar Town (M+OG),2021,0.6619132510539857
(a) Ballia (NPP),2018,0.6619681266416704
(a) Ballia (NPP),2019,0.6619167393985343
(a) Ballia (NPP),2020,0.6618809200791262
(a) Ballia (NPP),2021,0.6619132510539857
(a) Balurghat (M+OG),2018,0.6619681266416704
(a) Balurghat (M+OG),2019,0.6619167393985343
(a) Balurghat (M+OG),2020,0.6618809200791262
(a) Balurghat (M+OG),2021,0.6619132510539857
(a) Banda (NPP+OG),2018,0.6619681266416704
(a) Banda (NPP+OG),2019,0.6619167393985343
(a) Banda (NPP+OG),2020,0.6618809200791262
(a) Banda (NPP+OG),2021,0.6619132510539857
(a) Banswara (M+OG),2018,0.6619681266416704
(a) Banswara (M+OG),2019,0.6619167393985343
(a) Banswara (M+OG),2020,0.6618809200791262
(a) Banswara (M+OG),2021,0.6619132510539857
(a) Barddhaman (M),2018,0.6619681266416704
(a) Barddhaman (M),2019,0.6619167393985343
(a) Barddhaman (M),2020,0.6618809200791262
(a) Barddhaman (M),2021,0.6619132510539857
(a) Bareilly (M Corp.+OG),2018,0.6619681266416704
(a) Bareilly (M Corp.+OG),2019,0.6619167393985343
(a) Bareilly (M Corp.+OG),2020,0.6618809200791262
(a) Bareilly (M Corp.+OG),2021,0.6619132510539857
(a) Basirhat (M),2018,0.6619681266416704
(a) Basirhat (M),2019,0.6619167393985343
(a) Basirhat (M),2020,0.6618809200791262
(a) Basirhat (M),2021,0.6619132510539857
(a) Batala (M Cl+OG),2018,0.6619681266416704
(a) Batala (M Cl+OG),2019,0.6619167393985343
(a) Batala (M Cl+OG),2020,0.6618809200791262
(a) Batala (M Cl+OG),2021,0.6619132510539857
(a) Beawar (M Cl+OG),2018,0.6619681266416704
(a) Beawar (M Cl+OG),2019,0.6619167393985343
(a) Beawar (M Cl+OG),2020,0.6618809200791262
(a) Beawar (M Cl+OG),2021,0.6619132510539857
(a) Belgaum (M Corp.+OG),2018,0.6619681266416704
(a) Belgaum (M Corp.+OG),2019,0.6619167393985343
(a) Belgaum (M Corp.+OG),2020,0.6618809200791262
(a) Belgaum (M Corp.+OG),2021,0.6619132510539857
(a) Bettiah (Nagar Parishad),2018,0.6619681266416704
(a) Bettiah (Nagar Parishad),2019,0.6619167393985343
(a) Bettiah (Nagar Parishad),2020,0.6618809200791262
(a) Bettiah (Nagar Parishad),2021,0.6619132510539857
(a) Bhadrak (M+OG),2018,0.6619681266416704
(a) Bhadrak (M+OG),2019,0.6619167393985343
(a) Bhadrak (M+OG),2020,0.6618809200791262
(a) Bhadrak (M+OG),2021,0.6619132510539857
(a) Bhagalpur (M Corp.),2018,0.6619681266416704
(a) Bhagalpur (M Corp.),2019,0.6619167393985343
(a) Bhagalpur (M Corp.),2020,0.6618809200791262
(a) Bhagalpur (M Corp.),2021,0.6619132510539857
(a) Bharatpur (M Cl+OG),2018,0.6619681266416704
(a) Bharatpur (M Cl+OG),2019,0.6619167393985343
(a) Bharatpur (M Cl+OG),2020,0.6618809200791262
(a) Bharatpur (M Cl+OG),2021,0.6619132510539857
(a) Bharuch (M),2018,0.6619681266416704
(a) Bharuch (M),2019,0.6619167393985343
(a) Bharuch (M),2020,0.6618809200791262
(a) Bharuch (M),2021,0.6619132510539857
(a) Bhavnagar (M Corp.+OG),2018,0.6619681266416704
(a) Bhavnagar (M Corp.+OG),2019,0.6619167393985343
(a) Bhavnagar (M Corp.+OG),2020,0.6618809200791262
(a) Bhavnagar (M Corp.+OG),2021,0.6619132510539857
(a) Bhimavaram (M+OG),2018,0.6619681266416704
(a) Bhimavaram (M+OG),2019,0.6619167393985343
(a) Bhimavaram (M+OG),2020,0.6618809200791262
(a) Bhimavaram (M+OG),2021,0.6619132510539857
(a) Bhiwandi (M Corp.),2018,0.6619681266416704
(a) Bhiwandi (M Corp.),2019,0.6619167393985343
(a) Bhiwandi (M Corp.),2020,0.6618809200791262
(a) Bhiwandi (M Corp.),2021,0.6619132510539857
(a) Bhopal (M Corp.),2018,0.6619681266416704
(a) Bhopal (M Corp.),2019,0.6619167393985343
(a) Bhopal (M Corp.),2020,0.6618809200791262
(a) Bhopal (M Corp.),2021,0.6619132510539857
(a) Bhubaneswar Town (M Corp.+OG),2018,0.6619681266416704
(a) Bhubaneswar Town (M Corp.+OG),2019,0.6619167393985343
(a) Bhubaneswar Town (M Corp.+OG),2020,0.6618809200791262
(a) Bhubaneswar Town (M Corp.+OG),2021,0.6619132510539857
(a) Bhuj (M+OG),2018,0.6619681266416704
(a) Bhuj (M+OG),2019,0.6619167393985343
(a) Bhuj (M+OG),2020,0.6618809200791262
(a) Bhuj (M+OG),2021,0.6619132510539857
(a) Bhusawal (MCl),2018,0.6619681266416704
(a) Bhusawal (MCl),2019,0.6619167393985343
(a) Bhusawal (MCl),2020,0.6618809200791262
(a) Bhusawal (MCl),2021,0.6619132510539857
(a) Bidar (CMC+OG),2018,0.6619681266416704
(a) Bidar (CMC+OG),2019,0.6619167393985343
(a) Bidar (CMC+OG),2020,0.6618809200791262
(a) Bidar (CMC+OG),2021,0.6619132510539857
(a) Bijnor (NPP),2018,0.6619681266416704
(a) Bijnor (NPP),2019,0.6619167393985343
(a) Bijnor (NPP),2020,0.6618809200791262
(a) Bijnor (NPP),2021,0.6619132510539857
(a) Bilaspur (M Corp.+OG),2018,0.6619681266416704
(a) Bilaspur (M Corp.+OG),2019,0.6619167393985343
(a) Bilaspur (M Corp.+OG),2020,0.6618809200791262
(a) Bilaspur (M Corp.+OG),2021,0.6619132510539857
(a) Bulandshahar (NPP+OG),2018,0.6619681266416704
(a) Bulandshahar (NPP+OG),2019,0.6619167393985343
(a) Bulandshahar (NPP+OG),2020,0.6618809200791262
(a) Bulandshahar (NPP+OG),2021,0.6619132510539857
(a) Bundi (M+OG),2018,0.6619681266416704
(a) Bundi (M+OG),2019,0.6619167393985343
(a) Bundi (M+OG),2020,0.6618809200791262
(a) Bundi (M+OG),2021,0.6619132510539857
(a) Buxar (Nagar Parishad),2018,0.6619681266416704
(a) Buxar (Nagar Parishad),2019,0.6619167393985343
(a) Buxar (Nagar Parishad),2020,0.6618809200791262
(a) Buxar (Nagar Parishad),2021,0.6619132510539857
(a) Chakdaha (M),2018,0.6619681266416704
(a) Chakdaha (M),2019,0.6619167393985343
(a) Chakdaha (M),2020,0.6618809200791262
(a) Chakdaha (M),2021,0.6619132510539857
(a) Chalakudy (M),2018,0.6619681266416704
(a) Chalakudy (M),2019,0.6619167393985343
(a) Chalakudy (M),2020,0.6618809200791262
(a) Chalakudy (M),2021,0.6619132510539857
(a) Chandigarh (M Corp.+OG),2018,0.6619681266416704
(a) Chandigarh (M Corp.+OG),2019,0.6619167393985343
(a) Chandigarh (M Corp.+OG),2020,0.6618809200791262
(a) Chandigarh (M Corp.+OG),2021,0.6619132510539857
(a) Changanassery (M),2018,0.6619681266416704
(a) Changanassery (M),2019,0.6619167393985343
(a) Changanassery (M),2020,0.6618809200791262
(a) Changanassery (M),2021,0.6619132510539857
(a) Chapra (Nagar Parishad),2018,0.6619681266416704
(a) Chapra (Nagar Parishad),2019,0.6619167393985343
(a) Chapra (Nagar Parishad),2020,0.6618809200791262
(a) Chapra (Nagar Parishad),2021,0.6619132510539857
(a) Chas (Nagar Parishad),2018,0.6619681266416704
(a) Chas (Nagar Parishad),2019,0.6619167393985343
(a) Chas (Nagar Parishad),2020,0.6618809200791262
(a) Chas (Nagar Parishad),2021,0.6619132510539857
(a) Chennai (M Corp.),2018,0.6619681266416704
(a) Chennai (M Corp.),2019,0.6619167393985343
(a) Chennai (M Corp.),2020,0.6618809200791262
(a) Chennai (M Corp.),2021,0.6619132510539857
(a) Cherthala (M),2018,0.6619681266416704
(a) Cherthala (M),2019,0.6619167393985343
(a) Cherthala (M),2020,0.6618809200791262
(a) Cherthala (M),2021,0.6619132510539857
(a) Chhatarpur (M+OG),2018,0.6619681266416704
(a) Chhatarpur (M+OG),2019,0.6619167393985343
(a) Chhatarpur (M+OG),2020,0.6618809200791262
(a) Chhatarpur (M+OG),2021,0.6619132510539857
(a) Chhindwara (M+OG),2018,0.6619681266416704
(a) Chhindwara (M+OG),2019,0.6619167393985343
(a) Chhindwara (M+OG),2020,0.6618809200791262
(a) Chhindwara (M+OG),2021,0.6619132510539857
(a) Chirala (M+OG),2018,0.6619681266416704
(a) Chirala (M+OG),2019,0.6619167393985343
(a) Chirala (M+OG),2020,0.6618809200791262
(a) Chirala (M+OG),2021,0.6619132510539857
(a) Chirkunda (NP),2018,0.6619681266416704
(a) Chirkunda (NP),2019,0.6619167393985343
(a) Chirkunda (NP),2020,0.6618809200791262
(a) Chirkunda (NP),2021,0.6619132510539857
(a) Chitradurga (CMC+OG),2018,0.6619681266416704
(a) Chitradurga (CMC+OG),2019,0.6619167393985343
(a) Chitradurga (CMC+OG),2020,0.6618809200791262
(a) Chitradurga (CMC+OG),2021,0.6619132510539857
(a) Chittoor (M+OG),2018,0.6619681266416704
(a) Chittoor (M+OG),2019,0.6619167393985343
(a) Chittoor (M+OG),2020,0.6618809200791262
(a) Chittoor (M+OG),2021,0.6619132510539857
(a) Churu (M Cl+OG),2018,0.6619681266416704
(a) Churu (M Cl+OG),2019,0.6619167393985343
(a) Churu (M Cl+OG),2020,0.6618809200791262
(a) Churu (M Cl+OG),2021,0.6619132510539857
(a) Coimbatore (M Corp.),2018,0.6619681266416704
(a) Coimbatore (M Corp.),2019,0.6619167393985343
(a) Coimbatore (M Corp.),2020,0.6618809200791262
(a) Coimbatore (M Corp.),2021,0.6619132510539857
(a) Coonoor (M),2018,0.6619681266416704
(a) Coonoor (M),2019,0.6619167393985343
(a) Coonoor (M),2020,0.6618809200791262
(a) Coonoor (M),2021,0.6619132510539857
(a) Cuttack (M Corp.),2018,0.6619681266416704
(a) Cuttack (M Corp.),2019,0.6619167393985343
(a) Cuttack (M Corp.),2020,0.6618809200791262
(a) Cuttack (M Corp.),2021,0.6619132510539857
(a) DMC (U) (M Corp.),2018,0.6619681266416704
(a) DMC (U) (M Corp.),2019,0.6619167393985343
(a) DMC (U) (M Corp.),2020,0.6618809200791262
(a) DMC (U) (M Corp.),2021,0.6619132510539857
(a) Damoh (M+OG),2018,0.6619681266416704
(a) Damoh (M+OG),2019,0.6619167393985343
(a) Damoh (M+OG),2020,0.6618809200791262
(a) Damoh (M+OG),2021,0.6619132510539857
(a) Dankuni (M),2018,0.6619681266416704
(a) Dankuni (M),2019,0.6619167393985343
(a) Dankuni (M),2020,0.6618809200791262
(a) Dankuni (M),2021,0.6619132510539857
(a) Darbhanga (M Corp.),2018,0.6619681266416704
(a) Darbhanga (M Corp.),2019,0.6619167393985343
(a) Darbhanga (M Corp.),2020,0.6618809200791262
(a) Darbhanga (M Corp.),2021,0.6619132510539857
(a) Darjiling (M),2018,0.6619681266416704
(a) Darjiling (M),2019,0.6619167393985343
(a) Darjiling (M),2020,0.6618809200791262
(a) Darjiling (M),2021,0.6619132510539857
(a) Dehradun (M Corp.+OG),2018,0.6619681266416704
(a) Dehradun (M Corp.+OG),2019,0.6619167393985343
(a) Dehradun (M Corp.+OG),2020,0.6618809200791262
(a) Dehradun (M Corp.+OG),2021,0.6619132510539857
(a) Dhamtari (M+OG),2018,0.6619681266416704
(a) Dhamtari (M+OG),2019,0.6619167393985343
(a) Dhamtari (M+OG),2020,0.6618809200791262
(a) Dhamtari (M+OG),2021,0.6619132510539857
(a) Dhanbad (M Corp.),2018,0.6619681266416704
(a) Dhanbad (M Corp.),2019,0.6619167393985343
(a) Dhanbad (M Corp.),2020,0.6618809200791262
(a) Dhanbad (M Corp.),2021,0.6619132510539857
(a) Dhaulpur (M+OG),2018,0.6619681266416704
(a) Dhaulpur (M+OG),2019,0.6619167393985343
(a) Dhaulpur (M+OG),2020,0.6618809200791262
(a) Dhaulpur (M+OG),2021,0.6619132510539857
(a) Dhulian (M),2018,0.6619681266416704
(a) Dhulian (M),2019,0.6619167393985343
(a) Dhulian (M),2020,0.6618809200791262
(a) Dhulian (M),2021,0.6619132510539857
(a) Dibrugarh (MB+OG),2018,0.6619681266416704
(a) Dibrugarh (MB+OG),2019,0.6619167393985343
(a) Dibrugarh (MB+OG),2020,0.6618809200791262
(a) Dibrugarh (MB+OG),2021,0.6619132510539857
(a) Dindigul (M),2018,0.6619681266416704
(a) Dindigul (M),2019,0.6619167393985343
(a) Dindigul (M),2020,0.6618809200791262
(a) Dindigul (M),2021,0.6619132510539857
(a) Dohad (M+OG),2018,0.6619681266416704
(a) Dohad (M+OG),2019,0.6619167393985343
(a) Dohad (M+OG),2020,0.6618809200791262
(a) Dohad (M+OG),2021,0.6619132510539857
(a) Durg (M Corp.),2018,0.6619681266416704
(a) Durg (M Corp.),2019,0.6619167393985343
(a) Durg (M Corp.),2020,0.6618809200791262
(a) Durg (M Corp.),2021,0.6619132510539857
(a) Durgapur (M Corp.),2018,0.6619681266416704
(a) Durgapur (M Corp.),2019,0.6619167393985343
(a) Durgapur (M Corp.),2020,0.6618809200791262
(a) Durgapur (M Corp.),2021,0.6619132510539857
(a) Eluru (M Corp.+OG),2018,0.6619681266416704
(a) Eluru (M Corp.+OG),2019,0.6619167393985343
(a) Eluru (M Corp.+OG),2020,0.6618809200791262
(a) Eluru (M Corp.+OG),2021,0.6619132510539857
(a) English Bazar (M),2018,0.6619681266416704
(a) English Bazar (M),2019,0.6619167393985343
(a) English Bazar (M),2020,0.6618809200791262
(a) English Bazar (M),2021,0.6619132510539857
(a) Erode (M Corp.),2018,0.6619681266416704
(a) Erode (M Corp.),2019,0.6619167393985343
(a) Erode (M Corp.),2020,0.6618809200791262
(a) Erode (M Corp.),2021,0.6619132510539857
(a) Etah (NPP),2018,0.6619681266416704
(a) Etah (NPP),2019,0.6619167393985343
(a) Etah (NPP),2020,0.6618809200791262
(a) Etah (NPP),2021,0.6619132510539857
(a) Faizabad (NPP),2018,0.6619681266416704
(a) Faizabad (NPP),2019,0.6619167393985343
(a) Faizabad (NPP),2020,0.6618809200791262
(a) Faizabad (NPP),2021,0.6619132510539857
(a) Farrukhabad-cum-Fatehgarh (NPP),2018,0.6619681266416704
(a) Farrukhabad-cum-Fatehgarh (NPP),2019,0.6619167393985343
(a) Farrukhabad-cum-Fatehgarh (NPP),2020,0.6618809200791262
(a) Farrukhabad-cum-Fatehgarh (NPP),2021,0.6619132510539857
(a) GHMC (M Corp.+OG),2018,0.6619681266416704
(a) GHMC (M Corp.+OG),2019,0.6619167393985343
(a) GHMC (M Corp.+OG),2020,0.6618809200791262
(a) GHMC (M Corp.+OG),2021,0.6619132510539857
(a) Ganganagar (M Cl+OG),2018,0.6619681266416704
(a) Ganganagar (M Cl+OG),2019,0.6619167393985343
(a) Ganganagar (M Cl+OG),2020,0.6618809200791262
(a) Ganganagar (M Cl+OG),2021,0.6619132510539857
(a) Gangapur City (M),2018,0.6619681266416704
(a) Gangapur City (M),2019,0.6619167393985343
(a) Gangapur City (M),2020,0.6618809200791262
(a) Gangapur City (M),2021,0.6619132510539857
(a) Gangawati (CMC+OG),2018,0.6619681266416704
(a) Gangawati (CMC+OG),2019,0.6619167393985343
(a) Gangawati (CMC+OG),2020,0.6618809200791262
(a) Gangawati (CMC+OG),2021,0.6619132510539857
(a) Gaya (M Corp.+OG),2018,0.6619681266416704
(a) Gaya (M Corp.+OG),2019,0.6619167393985343
(a) Gaya (M Corp.+OG),2020,0.6618809200791262
(a) Gaya (M Corp.+OG),2021,0.6619132510539857
(a) Ghaziabad (M Corp.),2018,0.6619681266416704
(a) Ghaziabad (M Corp.),2019,0.6619167393985343
(a) Ghaziabad (M Corp.),2020,0.6618809200791262
(a) Ghaziabad (M Corp.),2021,0.6619132510539857
(a) Ghazipur (NPP+OG),2018,0.6619681266416704
(a) Ghazipur (NPP+OG),2019,0.6619167393985343
(a) Ghazipur (NPP+OG),2020,0.6618809200791262
(a) Ghazipur (NPP+OG),2021,0.6619132510539857
(a) Giridih (Nagar Parishad),2018,0.6619681266416704
(a) Giridih (Nagar Parishad),2019,0.6619167393985343
(a) Giridih (Nagar Parishad),2020,0.6618809200791262
(a) Giridih (Nagar Parishad),2021,0.6619132510539857
(a) Godhra (M),2018,0.6619681266416704
(a) Godhra (M),2019,0.6619167393985343
(a) Godhra (M),2020,0.6618809200791262
(a) Godhra (M),2021,0.6619132510539857
(a) Gonda (NPP),2018,0.6619681266416704
(a) Gonda (NPP),2019,0.6619167393985343
(a) Gonda (NPP),2020,0.6618809200791262
(a) Gonda (NPP),2021,0.6619132510539857
(a) Gorakhpur (M Corp.),2018,0.6619681266416704
(a) Gorakhpur (M Corp.),2019,0.6619167393985343
(a) Gorakhpur (M Corp.),2020,0.6618809200791262
(a) Gorakhpur (M Corp.),2021,0.6619132510539857
(a) Greater Mumbai (M Corp.),2018,0.6619681266416704
(a) Greater Mumbai (M Corp.),2019,0.6619167393985343
(a) Greater Mumbai (M Corp.),2020,0.6618809200791262
(a) Greater Mumbai (M Corp.),2021,0.6619132510539857
(a) Gudiyatham (M),2018,0.6619681266416704
(a) Gudiyatham (M),2019,0.6619167393985343
(a) Gudiyatham (M),2020,0.6618809200791262
(a) Gudiyatham (M),2021,0.6619132510539857
(a) Gulbarga (M Corp.+OG),2018,0.6619681266416704
(a) Gulbarga (M Corp.+OG),2019,0.6619167393985343
(a) Gulbarga (M Corp.+OG),2020,0.6618809200791262
(a) Gulbarga (M Corp.+OG),2021,0.6619132510539857
(a) Guntur (M Corp.+OG),2018,0.6619681266416704
(a) Guntur (M Corp.+OG),2019,0.6619167393985343
(a) Guntur (M Corp.+OG),2020,0.6618809200791262
(a) Guntur (M Corp.+OG),2021,0.6619132510539857
(a) Gurgaon (M Corp.+OG),2018,0.6619681266416704
(a) Gurgaon (M Corp.+OG),2019,0.6619167393985343
(a) Gurgaon (M Corp.+OG),2020,0.6618809200791262
(a) Gurgaon (M Corp.+OG),2021,0.6619132510539857
(a) Guwahati (M Corp.+OG),2018,0.6619681266416704
(a) Guwahati (M Corp.+OG),2019,0.6619167393985343
(a) Guwahati (M Corp.+OG),2020,0.6618809200791262
(a) Guwahati (M Corp.+OG),2021,0.6619132510539857
(a) Gwalior (M Corp.),2018,0.6619681266416704
(a) Gwalior (M Corp.),2019,0.6619167393985343
(a) Gwalior (M Corp.),2020,0.6618809200791262
(a) Gwalior (M Corp.),2021,0.6619132510539857
(a) Habra (M),2018,0.6619681266416704
(a) Habra (M),2019,0.6619167393985343
(a) Habra (M),2020,0.6618809200791262
(a) Habra (M),2021,0.6619132510539857
(a) Haldwani-cum-Kathgodam (NPP+OG),2018,0.6619681266416704
(a) Haldwani-cum-Kathgodam (NPP+OG),2019,0.6619167393985343
(a) Haldwani-cum-Kathgodam (NPP+OG),2020,0.6618809200791262
(a) Haldwani-cum-Kathgodam (NPP+OG),2021,0.6619132510539857
(a) Hardoi (NPP+OG),2018,0.6619681266416704
(a) Hardoi (NPP+OG),2019,0.6619167393985343
(a) Hardoi (NPP+OG),2020,0.6618809200791262
(a) Hardoi (NPP+OG),2021,0.6619132510539857
(a) Hardwar (NPP+OG),2018,0.6619681266416704
(a) Hardwar (NPP+OG),2019,0.6619167393985343
(a) Hardwar (NPP+OG),2020,0.6618809200791262
(a) Hardwar (NPP+OG),2021,0.6619132510539857
(a) Hassan (CMC+OG),2018,0.6619681266416704
(a) Hassan (CMC+OG),2019,0.6619167393985343
(a) Hassan (CMC+OG),2020,0.6618809200791262
(a) Hassan (CMC+OG),2021,0.6619132510539857
(a) Hathras (NPP+OG),2018,0.6619681266416704
(a) Hathras (NPP+OG),2019,0.6619167393985343
(a) Hathras (NPP+OG),2020,0.6618809200791262
(a) Hathras (NPP+OG),2021,0.6619132510539857
(a) Hazaribag (Nagar Parishad),2018,0.6619681266416704
(a) Hazaribag (Nagar Parishad),2019,0.6619167393985343
(a) Hazaribag (Nagar Parishad),2020,0.6618809200791262
(a) Hazaribag (Nagar Parishad),2021,0.6619132510539857
(a) Hisar (M Cl+OG),2018,0.6619681266416704
(a) Hisar (M Cl+OG),2019,0.6619167393985343
(a) Hisar (M Cl+OG),2020,0.6618809200791262
(a) Hisar (M Cl+OG),2021,0.6619132510539857
(a) Hosur (M),2018,0.6619681266416704
(a) Hosur (M),2019,0.6619167393985343
(a) Hosur (M),2020,0.6618809200791262
(a) Hosur (M),2021,0.6619132510539857
(a) Ichalkaranji (MCl),2018,0.6619681266416704
(a) Ichalkaranji (MCl),2019,0.6619167393985343
(a) Ichalkaranji (MCl),2020,0.6618809200791262
(a) Ichalkaranji (MCl),2021,0.6619132510539857
(a) Imphal (M Cl+OG),2018,0.6619681266416704
(a) Imphal (M Cl+OG),2019,0.6619167393985343
(a) Imphal (M Cl+OG),2020,0.6618809200791262
(a) Imphal (M Cl+OG),2021,0.6619132510539857
(a) Inam Karur (M),2018,0.6619681266416704
(a) Inam Karur (M),2019,0.6619167393985343
(a) Inam Karur (M),2020,0.6618809200791262
